Longitud,Latitud,Elevacion
-72.02367736410196,-13.50437094481565,3619.0
-72.02367946830718,-13.50432959577637,3619.0
-72.02368773751812,-13.50429354725632,3619.0
-72.02368903986523,-13.50426123412163,3619.0
-72.02370118933442,-13.50422355099947,3619.0
-72.02371363116563,-13.50418560812953,3619.0
-72.0237261311842,-13.50414748815573,3573.0
-72.02372790158721,-13.50410674970717,3573.0
-72.02373118337896,-13.5040730734541,3573.0
-72.02374380375069,-13.5040344472405,3573.0
-72.0237549805549,-13.50398834193685,3573.0
-72.02376922357959,-13.50395664651336,3573.0
-72.02377411386661,-13.50392973956284,3573.0
-72.02378544254196,-13.50388306256406,3573.0
-72.02379037815714,-13.50385593049364,3573.0
-72.02380330283853,-13.50381628778122,3573.0
-72.02381478624125,-13.50376899254445,3573.0
-72.0238088950834,-13.50373092418992,3573.0
-72.02381374048421,-13.50368709639848,3573.0
-72.02382086435652,-13.50365847963853,3573.0
-72.02381522228096,-13.50361985268545,3573.0
-72.02382011350619,-13.50357546855858,3573.0
-72.02381642119389,-13.5035522403539,3573.0
-72.02381138223356,-13.5035212343236,3573.0
-72.02381557883352,-13.503476685069,3573.0
-72.02383161661055,-13.50343403944996,3573.0
-72.02386772263591,-13.50337174295416,3573.0
-72.02388527165441,-13.503336424139,3573.0
-72.02392558761095,-13.50329718784691,3573.0
-72.02397575273056,-13.50324375926532,3573.0
-72.02403093920525,-13.50318861644673,3573.0
-72.024087356665,-13.50315867816609,3573.0
-72.02414448609156,-13.50311090371206,3573.0
-72.02420190383761,-13.50308036198719,3573.0
-72.02425980033746,-13.50304956581644,3573.0
-72.0243520751242,-13.50300165982515,3573.0
-72.02442701031161,-13.50299937962818,3573.0
-72.0244511360463,-13.50302284174096,3573.0
-72.02447389690698,-13.50303805202422,3573.0
-72.02449939559297,-13.503069772657,3573.0
-72.02452352866715,-13.50309324128986,3573.0
-72.02456646172077,-13.50310726103258,3573.0
-72.02460952518541,-13.50312132316881,3573.0
-72.0246337393088,-13.50314486717084,3573.0
-72.02467697284199,-13.50315900868276,3573.0
-72.0247203389275,-13.50317319317642,3573.0
-72.02472548541859,-13.503206176697,3573.0
-72.02476892913982,-13.50322043443901,3573.0
-72.0247919653762,-13.50323582270821,3573.0
-72.02483684494936,-13.50325839817731,3573.0
-72.02485994456954,-13.50327382508705,3573.0
-72.02488552895831,-13.50330572712755,3573.0
-72.02494889879812,-13.50331094418169,3573.0
-72.02497452411674,-13.50334292041932,3573.0
-72.02499727819412,-13.50336732410535,3573.0
-72.02503840853592,-13.50336438637671,3596.0
-72.02505552207802,-13.50339975214812,3596.0
-72.0250842800183,-13.50341179179354,3596.0
-72.02511306241074,-13.50342384091668,3596.0
-72.02515664892242,-13.50344611694066,3596.0
-72.02517069793913,-13.50344796948288,3596.0
-72.02531781018591,-13.50340877853854,3596.0
-72.02547163061028,-13.50325479463138,3596.0
-72.02550070796293,-13.50321323092571,3596.0
-72.02552998981797,-13.5031713752612,3596.0
-72.02555927850905,-13.50314586685495,3596.0
-72.02559840892752,-13.50312278767038,3596.0
-72.02562146620755,-13.50310089230919,3596.0
-72.02564146663616,-13.5030724468131,3596.0
-72.02566156197892,-13.50304386610213,3596.0
-72.02568168952682,-13.50301517839667,3596.0
-72.02569460409343,-13.50299063221967,3596.0
-72.02570756313047,-13.50296600175218,3596.0
-72.0257306420404,-13.50292678992009,3596.0
-72.02575401343053,-13.50287907806146,3596.0
-72.02577501640103,-13.50284942976453,3596.0
-72.02579612444109,-13.50281963322251,3596.0
-72.02580736074864,-13.50278712063612,3596.0
-72.02582176203335,-13.50276119675102,3596.0
-72.02585697146422,-13.50272257810192,3596.0
-72.02587850463044,-13.50269215356072,3596.0
-72.02590713388454,-13.50265731788903,3596.0
-72.02592189823602,-13.50263084128878,3596.0
-72.02594688296482,-13.50260681962231,3596.0
-72.02597280778001,-13.50256456871465,3596.0
-72.02600117347585,-13.5025471812981,3596.0
-72.02603291586236,-13.50251013927619,3596.0
-72.02605382007157,-13.50248854973824,3596.0
-72.02608792565574,-13.50244995103209,3596.0
-72.026111972974,-13.50243525879545,3596.0
-72.0261522737549,-13.50241063547595,3596.0
-72.02619285553551,-13.50238584160546,3596.0
-72.02623658082143,-13.50236815231739,3596.0
-72.0262694763608,-13.50234807885076,3596.0
-72.02632201655143,-13.50232509921651,3596.0
-72.02636374244526,-13.5022996700831,3596.0
-72.02641320591096,-13.50226947245949,3596.0
-72.02644738148483,-13.50224866057106,3596.0
-72.02648275383147,-13.50222716215212,3596.0
-72.02654139529078,-13.50220996423754,3596.0
-72.02658524695663,-13.50218333487948,3596.0
-72.02663161252377,-13.50216443850458,3596.0
-72.02667827956822,-13.50214541875415,3596.0
-72.02673151940898,-13.50214117076058,3596.0
-72.02677306886599,-13.50213477052796,3596.0
-72.02682683392425,-13.50213047258554,3596.0
-72.02686569527629,-13.5021165102971,3596.0
-72.02689886599765,-13.50211539457272,3596.0
-72.02694429339394,-13.50211641330744,3596.0
-72.02697790770611,-13.50211518920124,3596.0
-72.02703189105304,-13.50210206832685,3596.0
-72.02706378691059,-13.50209265936871,3596.0
-72.02711790260193,-13.50207963285396,3527.0
-72.0271723866706,-13.50206651738079,3527.0
-72.0272202922029,-13.50206684183727,3527.0
-72.02725275633662,-13.50205735454885,3527.0
-72.02730812954302,-13.50204406016769,3527.0
-72.02736675417752,-13.50203852153442,3527.0
-72.02740553997675,-13.50204461182139,3527.0
-72.02745458085325,-13.50204488920446,3527.0
-72.0275038494532,-13.50204516830424,3527.0
-72.02752542378751,-13.50207087058625,3527.0
-72.02755157123707,-13.50207498367762,3527.0
-72.02760683701558,-13.50209112935875,3602.0
-72.02765191200854,-13.5021131432492,3602.0
-72.0277023329844,-13.50211337311759,3602.0
-72.02773449846113,-13.5021333233292,3602.0
-72.02777753111346,-13.50213815263055,3602.0
-72.02782125679893,-13.50214276615871,3602.0
-72.02787984643906,-13.50214894901698,3602.0
-72.02793290304955,-13.50213936818587,3602.0
-72.02797147092528,-13.50212817484979,3602.0
-72.02802810297433,-13.50212641857459,3602.0
-72.02808801208018,-13.50213263070028,3602.0
-72.02813317043307,-13.50213731278045,3602.0
-72.02818788939179,-13.50212755151827,3602.0
-72.02824588619707,-13.50212577311174,3602.0
-72.02829179374605,-13.50213048221518,3602.0
-72.0283407786478,-13.50214329096847,3602.0
-72.02838959406033,-13.50215630653154,3602.0
-72.0284376258687,-13.50216973950198,3602.0
-72.02847309286314,-13.50217119886851,3602.0
-72.02851703047216,-13.5021878662604,3602.0
-72.02857496693542,-13.50219773836292,3602.0
-72.02861111561931,-13.50219921518933,3602.0
-72.02865350224276,-13.50223685540535,3602.0
-72.0286825990214,-13.50228112778012,3602.0
-72.02870684281817,-13.5023180144754,3602.0
-72.02873965414194,-13.50234103840607,3602.0
-72.02875906419814,-13.50237057243324,3602.0
-72.0287968186025,-13.50240106275935,3602.0
-72.02881624369965,-13.50243062144773,3602.0
-72.02886282619288,-13.50244742070221,3602.0
-72.02889201770479,-13.50249184474336,3602.0
-72.02892515183768,-13.50251513993163,3602.0
-72.02894949644303,-13.50255219015932,3602.0
-72.02896896860409,-13.50258182638218,3602.0
-72.0290119562372,-13.50262006685288,3602.0
-72.0290411863053,-13.5026645548268,3602.0
-72.02906066896675,-13.50269420895721,3602.0
-72.02908502043788,-13.50273127134667,3602.0
-72.02910936613269,-13.50276832737674,3602.0
-72.02911491718369,-13.50280398609933,3602.0
-72.0291251891236,-13.50284698370881,3602.0
-72.02916010133767,-13.50289846949266,3602.0
-72.02916879070072,-13.50293304513441,3537.0
-72.02918170839736,-13.50297510691627,3537.0
-72.02920318167196,-13.50300409387309,3537.0
-72.02922466691655,-13.50303309472799,3537.0
-72.02923182923054,-13.5030678901521,3537.0
-72.02924075742361,-13.50313005172207,3537.0
-72.02923717873202,-13.50315019773063,3537.0
-72.029254998126,-13.50319920322264,3537.0
-72.02928174928019,-13.50323534816689,3537.0
-72.02927986861803,-13.50328253654972,3537.0
-72.02928693399889,-13.50331688114236,3537.0
-72.02931362401533,-13.50335296199154,3537.0
-72.02933498681284,-13.50338184078438,3537.0
-72.02936704671033,-13.5034251823583,3537.0
-72.02939377965193,-13.50346132188884,3537.0
-72.02942587940504,-13.50350471525444,3537.0
-72.02945799781145,-13.50354813673624,3537.0
-72.02948026984886,-13.50357695761074,3537.0
-72.02951938679645,-13.50360028174,3537.0
-72.02955098391216,-13.50363582375178,3537.0
-72.0295826361955,-13.50367142832343,3537.0
-72.02961434400719,-13.50370709569091,3537.0
-72.02965387172468,-13.50373075299865,3537.0
-72.02964750620802,-13.5037235977037,3537.0
-72.02964114450864,-13.50371644490931,3537.0
-72.02957227413569,-13.50372187849503,3537.0
-72.02947892760754,-13.50369892875766,3537.0
-72.0294814675643,-13.50366074043796,3537.0
-72.02948528974267,-13.5036032585798,3537.0
-72.02943006843424,-13.50362328597167,3537.0
-72.02936168678112,-13.50364808642463,3537.0
-72.02940644328967,-13.5036783495796,3537.0
-72.02974492294514,-13.50355713643652,3537.0
-72.02977542216219,-13.50359349361824,3537.0
-72.02976446218328,-13.50364486878575,3537.0
-72.02981142038018,-13.50366480191164,3537.0
-72.02982658208056,-13.50369530552692,3537.0
-72.02983794016069,-13.50371815811524,3537.0
-72.02988232812562,-13.50374383059121,3537.0
-72.02990120479966,-13.50378185989757,3537.0
-72.02992005240378,-13.50381982961478,3537.0
-72.02993510994155,-13.50385016426135,3537.0
-72.0299576607009,-13.5038955945641,3537.0
-72.02995568375866,-13.50393393607344,3537.0
-72.02996219139742,-13.50396814918447,3537.0
-72.02997716676067,-13.50399827955055,3537.0
-72.03000434445525,-13.50403188318692,3537.0
-72.03004580650472,-13.50403088858145,3537.0
-72.030082550796,-13.50404143752258,3537.0
-72.03012414981566,-13.5040404502748,3537.0
-72.03016098876259,-13.50405101996202,3537.0
-72.03021131354755,-13.50404602130436,3537.0
-72.03026548755761,-13.50404856844892,3537.0
-72.03031389200186,-13.50402789128252,3537.0
-72.03035725010038,-13.50399170116439,3537.0
-72.03039410041693,-13.50396720352552,3537.0
-72.03042779292834,-13.50393491228177,3537.0
-72.0304481891394,-13.50389902524229,3537.0
-72.0304585124742,-13.50386728660249,3537.0
-72.03048868381538,-13.50382687435673,3537.0
-72.03048612713152,-13.50379139010873,3537.0
-72.03048301151321,-13.50375588050898,3537.0
-72.03048322592028,-13.50372809006484,3537.0
-72.0304870017378,-13.503680163886,3537.0
-72.03049484007929,-13.50364813521993,3537.0
-72.03050018544707,-13.5036080302107,3537.0
-72.03050584853408,-13.50356775482657,3537.0
-72.03050349299161,-13.50353151571121,3537.0
-72.03050896389566,-13.50349102421804,3537.0
-72.03052484995332,-13.50345432413058,3537.0
-72.03052250941525,-13.50341776009683,3537.0
-72.03053591251287,-13.50337270549192,3537.0
-72.03054147023352,-13.5033316978567,3537.0
-72.03054704652465,-13.50329055686699,3537.0
-72.03056056293806,-13.50324504069238,3537.0
-72.0305713051854,-13.50322009347871,3537.0
-72.03057695511914,-13.5031785854247,3537.0
-72.03058262384984,-13.50313694187975,3537.0
-72.030604269091,-13.5030865606601,3537.0
-72.03061544053156,-13.50303194289971,3537.0
-72.03062646709733,-13.50300653317261,3537.0
-72.03063826996005,-13.50295144764232,3537.0
-72.03065012566033,-13.50289611689526,3537.0
-72.03065015281413,-13.50286645917507,3537.0
-72.03066024007363,-13.50281118004063,3537.0
-72.03067317158877,-13.50276414675566,3537.0
-72.03068088254359,-13.50272986954372,3537.0
-72.03067492008222,-13.50268292340229,3537.0
-72.03067984408187,-13.50263990588774,3537.0
-72.03068478307918,-13.50259675528446,3537.0
-72.03068973716572,-13.5025534698262,3537.0
-72.03068939897932,-13.502523168586,3537.0
-72.03069969283993,-13.50246649399184,3537.0
-72.03070186472725,-13.5024141296197,3537.0
-72.0307093637903,-13.50236957738505,3537.0
-72.03071952311416,-13.50233364846874,3537.0
-72.03071830338365,-13.50229355270324,3537.0
-72.03071201374897,-13.50223557746799,3537.0
-72.03071331563174,-13.50220407967735,3537.0
-72.03071002561347,-13.50216419510143,3537.0
-72.03070878182749,-13.50210196712109,3537.0
-72.03072239189372,-13.50205233330245,3520.0
-72.03073355475625,-13.50202504049436,3520.0
-72.03074415281557,-13.50196624724181,3520.0
-72.03074046236357,-13.50192583881131,3520.0
-72.0307367624913,-13.50188532348074,3520.0
-72.03074178708296,-13.50183980801357,3520.0
-72.03075869480809,-13.50179821035677,3520.0
-72.03074725023517,-13.50176192738064,3520.0
-72.03076977483994,-13.50170801191161,3520.0
-72.03078175565847,-13.50165943466329,3520.0
-72.03082449881185,-13.5016368321187,3520.0
-72.03087584502035,-13.50159904648184,3520.0
-72.03094911089222,-13.50154959183108,3520.0
-72.03099024056415,-13.50151709889082,3520.0
-72.03103555368503,-13.50147082923425,3520.0
-72.03107005406821,-13.50143018833539,3520.0
-72.03109726292836,-13.50138344794971,3520.0
-72.03111285266404,-13.50133212655362,3520.0
-72.03114873590393,-13.50130278801544,3520.0
-72.0311963875452,-13.50123363089742,3520.0
-72.03122054492366,-13.50118727154324,3520.0
-72.03126479560213,-13.5011295392631,3590.0
-72.03129926877672,-13.50107708550079,3590.0
-72.03131564354419,-13.50104572169008,3590.0
-72.03136317049655,-13.50098607287904,3590.0
-72.03140730574225,-13.50091815803418,3590.0
-72.03143977526156,-13.50085619860958,3590.0
-72.03145523766507,-13.50080252547938,3590.0
-72.03148184320115,-13.50072981352485,3590.0
-72.0315118144248,-13.50066649419987,3590.0
-72.0315343980584,-13.50061878039284,3590.0
-72.03152797769054,-13.5005990678017,3590.0
-72.03155501831212,-13.50052515435487,3590.0
-72.03160342462701,-13.5004412324976,3590.0
-72.03164073234777,-13.50037453190549,3590.0
-72.03168004319159,-13.50031808591893,3590.0
-72.03173290955519,-13.50024217570447,3590.0
-72.03180139068634,-13.50015722008931,3590.0
-72.03183049973636,-13.50010454145752,3590.0
-72.03186992284762,-13.50003370031836,3590.0
-72.03189546083442,-13.49998227942997,3515.0
-72.0319419618571,-13.49990628756306,3515.0
-72.0319714919613,-13.49986453755276,3515.0
-72.0320098200197,-13.499805181411,3515.0
-72.03206079163849,-13.49973828094372,3515.0
-72.03210410419884,-13.49968818718214,3515.0
-72.03214363404827,-13.49962853379816,3515.0
-72.03221528902456,-13.49955033035721,3515.0
-72.03229025287145,-13.49948246388173,3515.0
-72.03235844268417,-13.4994178082893,3515.0
-72.03242061843787,-13.49935602676019,3515.0
-72.03249141481507,-13.49927685229757,3515.0
-72.03256922309612,-13.49921910531804,3515.0
-72.03263201748854,-13.49915630141435,3515.0
-72.03265661388072,-13.49912882949168,3515.0
-72.03272003576164,-13.4990653878645,3515.0
-72.032758950211,-13.4990293502016,3515.0
-72.03283613160423,-13.49897123564528,3515.0
-72.03293756708466,-13.49888609728114,3515.0
-72.03304421683683,-13.49882414480216,3515.0
-72.03311401520517,-13.49877028423751,3515.0
-72.03317248378677,-13.49872241497171,3515.0
-72.03324686002253,-13.49867917137015,3515.0
-72.03333914157143,-13.4986254631351,3532.0
-72.03339492536549,-13.49859299862805,3532.0
-72.03346979176153,-13.49854942514968,3532.0
-72.03354522287843,-13.4985055246907,3532.0
-72.03365533152231,-13.49844126535937,3532.0
-72.03375902677757,-13.49838044756597,3532.0
-72.0338546412655,-13.49835222250476,3532.0
-72.0339288106706,-13.49832276775971,3532.0
-72.03403975358644,-13.4982857586093,3532.0
-72.03413084741796,-13.49824655768349,3532.0
-72.03422802592556,-13.49821805655331,3532.0
-72.03432195559353,-13.49817752607345,3532.0
-72.03441266859716,-13.49812480453944,3532.0
-72.03450802466735,-13.49808360809849,3532.0
-72.03460371934759,-13.49804229438405,3532.0
-72.03469998434902,-13.49801489002227,3532.0
-72.03477480198872,-13.49798574575044,3532.0
-72.03483210127969,-13.49796683874619,3532.0
-72.03490394952598,-13.4979251679855,3532.0
-72.03501619013088,-13.49787452756498,3511.0
-72.03512145868962,-13.49782856426549,3511.0
-72.03524060656704,-13.49777536434031,3511.0
-72.03534996382287,-13.49772742991823,3511.0
-72.03545148102756,-13.49768370087105,3514.0
-72.03553190598832,-13.49763754655985,3514.0
-72.03568334279521,-13.49755204567707,3514.0
-72.03581240702735,-13.49747921479227,3514.0
-72.03586448102836,-13.49744982980504,3514.0
-72.03601111331032,-13.49742394757127,3514.0
-72.0361456000406,-13.49738392896593,3514.0
-72.03630797828092,-13.4973000353771,3514.0
-72.0364647942452,-13.49719822605545,3514.0
-72.0366490164225,-13.49711921804673,3514.0
-72.03671095485196,-13.49709171526881,3514.0
-72.03677140848028,-13.49706449329721,3514.0
-72.03683566917125,-13.49704570452822,3514.0
-72.0368880351024,-13.49703231946523,3514.0
-72.0369249089729,-13.49701575449351,3514.0
-72.0369974119575,-13.49701391627974,3514.0
-72.03707476641257,-13.49697985011646,3514.0
-72.03712996174009,-13.49696575607386,3514.0
-72.03719853391637,-13.49694583644709,3514.0
-72.0372511068766,-13.49692273979339,3514.0
-72.03729072978473,-13.49690533370356,3514.0
-72.037359891022,-13.49688517493121,3514.0
-72.03743736480023,-13.49686035832744,3514.0
-72.03750077630347,-13.49683179579938,3541.0
-72.03755483417758,-13.49680807315493,3541.0
-72.03762283692046,-13.49677823209697,3541.0
-72.03768023701512,-13.49676340933569,3541.0
-72.03776292967662,-13.49672716452812,3541.0
-72.03784508875171,-13.49669091707019,3541.0
-72.03791229246409,-13.49666093230758,3541.0
-72.03796637614842,-13.49663680183444,3541.0
-72.03803826879212,-13.49660547524886,3541.0
-72.03809392375803,-13.49657069686771,3541.0
-72.03816812768783,-13.49653855419846,3541.0
-72.03825467790567,-13.49649027395966,3541.0
-72.03831501699968,-13.49646410341181,3541.0
-72.03839097211791,-13.49643116107951,3541.0
-72.03845253867019,-13.49640451980572,3541.0
-72.03850597147793,-13.49640333979912,3541.0
-72.03858506130014,-13.49636941236774,3541.0
-72.03867104136401,-13.49635447948672,3541.0
-72.0387223034409,-13.49634353778947,3541.0
-72.03881781432308,-13.49632619166073,3541.0
-72.03889657216624,-13.49631596658436,3541.0
-72.03899067499646,-13.4962885333899,3541.0
-72.03908907034919,-13.49627060004772,3541.0
-72.03920695421556,-13.49624493809824,3541.0
-72.03930393028301,-13.49621675979896,3541.0
-72.03934500804536,-13.49621134461941,3541.0
-72.03942484936991,-13.49619036662587,3541.0
-72.03960325771064,-13.49616533744984,3523.0
-72.03971555719528,-13.49613325335515,3523.0
-72.03975953072366,-13.49611626472854,3523.0
-72.03987695484389,-13.49609381737966,3523.0
-72.0400183142011,-13.49606243896285,3523.0
-72.04011486239602,-13.49604841006743,3523.0
-72.0402106033832,-13.49602057234527,3523.0
-72.04030742451496,-13.49600368725009,3523.0
-72.0403943117634,-13.49596684967992,3523.0
-72.04049216572626,-13.49594973285324,3523.0
-72.04058559163221,-13.49592244796386,3523.0
-72.04068029334572,-13.49589480892776,3523.0
-72.04076070450982,-13.49587377260131,3523.0
-72.04084664781806,-13.49586279875531,3523.0
-72.0409089671504,-13.49584940865273,3523.0
-72.04097175823719,-13.49583590981712,3523.0
-72.0410769910894,-13.49580556755057,3490.0
-72.04118317443258,-13.49577495099781,3490.0
-72.04131650526254,-13.49574602091455,3490.0
-72.04145128176569,-13.49571677602969,3490.0
-72.0415496608379,-13.49570300614522,3490.0
-72.04168514203553,-13.49566185226849,3487.0
-72.0417593438091,-13.49565745671474,3487.0
-72.0419052783246,-13.49559853013202,3487.0
-72.04202835384146,-13.49558757774838,3487.0
-72.04216456430763,-13.49555823964442,3487.0
-72.04226827977799,-13.49551608620548,3487.0
-72.04235844368819,-13.49549262006964,3487.0
-72.04242299222146,-13.49542674846299,3487.0
-72.04242803683893,-13.49541570757137,3487.0
-72.04956447799559,-13.49211938006249,3489.0
-72.05300692455587,-13.48964552015729,3505.0
-72.0531559336304,-13.48950913097046,3496.0
-72.05316558989485,-13.48950179576894,3496.0
-72.0531752871551,-13.48949449165927,3496.0
-72.05318014129021,-13.48949079289211,3496.0
-72.05319499046878,-13.48948299490609,3496.0
-72.05320522899692,-13.48948223846349,3496.0
-72.0532150245708,-13.48947478859276,3496.0
-72.05322764085194,-13.48947048219045,3496.0
-72.0532375011923,-13.4894629918037,3496.0
-72.05325017691383,-13.48945866064522,3496.0
-72.05326029830303,-13.48945451304828,3496.0
-72.05327062858389,-13.48945374162669,3496.0
-72.05328078408061,-13.48944958338635,3496.0
-72.05329372348048,-13.48944861578721,3496.0
-72.0533040827555,-13.48944784127636,3496.0
-72.05331704130494,-13.48944687228851,3496.0
-72.05333001047293,-13.48944590242796,3496.0
-72.0533455876237,-13.48944473778762,3496.0
-72.05335858006771,-13.4894437663838,3496.0
-72.05336898187245,-13.48944298872181,3496.0
-72.0533819935075,-13.48944201565722,3496.0
-72.05339762172069,-13.48944084703477,3496.0
-72.05340804904218,-13.48944006729635,3496.0
-72.05342109263229,-13.48943909188882,3496.0
-72.05343153549505,-13.48943831127504,3496.0
-72.05344983282826,-13.48943713432437,3496.0
-72.053462971006,-13.48943968772554,3496.0
-72.05348133206076,-13.48944191087557,3496.0
-72.05349965234129,-13.48944065088661,3496.0
-72.05352325206017,-13.48944228873536,3496.0
-72.05353374725487,-13.489444891023,3496.0
-72.05355734847826,-13.4894431555129,3496.0
-72.05357835636377,-13.48944161042612,3496.0
-72.05358621616664,-13.48944440836581,3496.0
-72.05359932354357,-13.48944681894845,3496.0
-72.0536203098016,-13.48944865045415,3496.0
-72.05363340457774,-13.48945105893501,3496.0
-72.05364649256701,-13.48945346643358,3496.0
-72.05365701608424,-13.48945269781849,3496.0
-72.05366746672738,-13.4894552968747,3496.0
-72.05367782397005,-13.48946125456316,3496.0
-72.05369088351453,-13.48946365611695,3496.0
-72.05370130592814,-13.48946624731104,3496.0
-72.05371161255883,-13.48947218434975,3496.0
-72.05372977976548,-13.48947754128015,3496.0
-72.05374529228963,-13.48948307892271,3496.0
-72.05376326207033,-13.48949174388702,3496.0
-72.05377084753778,-13.48949778209092,3496.0
-72.05378890274264,-13.48950304211186,3496.0
-72.05379660981654,-13.48950576145099,3496.0
-72.05381445461532,-13.48951427295983,3496.0
-72.05382213765913,-13.48951698312814,3496.0
-72.05384030158577,-13.48951888397745,3496.0
-72.05385041327382,-13.48952455546199,3496.0
-72.05386312781154,-13.48953000794937,3496.0
-72.05387602684335,-13.48953223570256,3496.0
-72.05388870059696,-13.48953771327125,3496.0
-72.05389917919567,-13.48953693942998,3496.0
-72.05390397085671,-13.48954298890375,3496.0
-72.05392207167858,-13.48954485353087,3496.0
-72.05393206787515,-13.48955050344638,3496.0
-72.05394491248617,-13.48955274941751,3496.0
-72.05395749336236,-13.48955819471467,3496.0
-72.05396770156858,-13.48956062770372,3496.0
-72.05397790368094,-13.48956305908992,3496.0
-72.05398782290021,-13.48956867808634,3496.0
-72.05400062318589,-13.48957091463944,3496.0
-72.0540078955918,-13.48957670902648,3496.0
-72.0540206762422,-13.48957894095581,3496.0
-72.05403314665757,-13.48958434398638,3505.0
-72.05404037166501,-13.48959011301594,3505.0
-72.05405541356883,-13.48959530962303,3505.0
-72.05406260365027,-13.48960105782575,3505.0
-72.05407466452874,-13.48960956545131,3505.0
-72.05408702717739,-13.48961491564729,3505.0
-72.05409642283654,-13.48962356750028,3505.0
-72.05410353727953,-13.48962925933253,3505.0
-72.05411772361158,-13.48964060948088,3505.0
-72.05413221629962,-13.48964882116454,3505.0
-72.05414222508017,-13.4896511926568,3505.0
-72.0541562829398,-13.4896624578864,3505.0
-72.05416808334235,-13.48967078844428,3480.0
-72.05417545780364,-13.48967332259803,3480.0
-72.05418981619256,-13.48968138171893,3480.0
-72.05420631811229,-13.48969227597446,3480.0
-72.05421366521374,-13.48969475880994,3480.0
-72.05423008683692,-13.48970560471665,3480.0
-72.05424687823255,-13.48971338806785,3480.0
-72.0542567665997,-13.48971566956956,3480.0
-72.05427394724003,-13.48972041404805,3480.0
-72.05427820985659,-13.48972607305475,3480.0
-72.05429488979871,-13.48973380730733,3480.0
-72.05430895438376,-13.48974170474216,3480.0
-72.05432088346798,-13.48974677657928,3480.0
-72.05433070112251,-13.48974903774178,3480.0
-72.05434468584225,-13.48975689651246,3480.0
-72.0543514187205,-13.48976230423945,3480.0
-72.05436070695072,-13.48976752233671,3480.0
-72.0543725459522,-13.48977255304703,3480.0
-72.0543838568457,-13.4897805283558,3480.0
-72.05439257391977,-13.48978865801652,3480.0
-72.05440690627745,-13.48979347774821,3480.0
-72.0544130126832,-13.48980174593181,3480.0
-72.05442420983765,-13.48980964038857,3480.0
-72.05443282345028,-13.48981768608878,3480.0
-72.05444450375201,-13.48982263386909,3480.0
-72.05445306837653,-13.48983064246169,3480.0
-72.05446158594586,-13.48983866779772,3480.0
-72.05447054171849,-13.48984395792617,3480.0
-72.05447885361232,-13.48985222552364,3480.0
-72.05448650820865,-13.48986343965846,3480.0
-72.0544947610642,-13.4898716429515,3480.0
-72.05450298671532,-13.48987981937339,3480.0
-72.0545118292652,-13.48988502636551,3480.0
-72.05452000121313,-13.48989316565534,3480.0
-72.05452988916066,-13.48990424055084,3480.0
-72.05453789602825,-13.48991248400825,3480.0
-72.05454901151195,-13.48991769786728,3480.0
-72.05455200553925,-13.48992612223496,3480.0
-72.05456307496482,-13.48993130720089,3480.0
-72.05456850709776,-13.4899395703805,3480.0
-72.05457638850447,-13.48994769216031,3480.0
-72.05458491649985,-13.4899529433595,3480.0
-72.05459342597241,-13.48995818300016,3480.0
-72.05460055230525,-13.48996906849202,3480.0
-72.0546107856225,-13.48997698041561,3480.0
-72.05461853306868,-13.489984974985,3480.0
-72.05462870210768,-13.48999283418283,3480.0
-72.05463394882756,-13.49000088218767,3480.0
-72.05464302391003,-13.49000323712443,3480.0
-72.05465382432139,-13.49000826148788,3480.0
-72.05465972286387,-13.49001348849097,3480.0
-72.05467562918625,-13.49002645276656,3480.0
-72.05468634467289,-13.49003142950591,3480.0
-72.05470189893637,-13.49003618991997,3480.0
-72.05471425270058,-13.49004377893574,3480.0
-72.05472414316945,-13.49005144736341,3480.0
-72.0547323338863,-13.49005647720203,3480.0
-72.05474216846169,-13.49006410447746,3480.0
-72.05475438398595,-13.49007160798243,3480.0
-72.05476009287455,-13.49007669936409,3480.0
-72.05476743197356,-13.49008436092102,3480.0
-72.05526110207825,-13.49032262698407,3480.0
-72.05622256431202,-13.49010190114988,3480.0
-72.05723615492259,-13.4896984088259,3478.0
-72.05834345242589,-13.48962526386068,3458.0
-72.05995862111568,-13.48981934059036,3458.0
-72.06089337358732,-13.48989691275913,3448.0
-72.0617701301993,-13.48981727879018,3448.0
-72.06320062505921,-13.48934186128993,3439.0
-72.08233811429584,-13.48154713260688,3445.0
-72.08554344314706,-13.48046873997519,3437.0
-72.09262536357654,-13.47870019464134,3414.0
-72.09609846183258,-13.47820626085595,3424.0
-72.10041724460777,-13.47871881336295,3388.0
-72.10249561338294,-13.47963590347816,3402.0
-72.10243320974888,-13.47964041760558,3402.0
-72.10686985283468,-13.48099426125363,3384.0
-72.10944038287657,-13.48135886732106,3449.0
-72.11105073467863,-13.48132334977041,3391.0
-72.11125872321452,-13.48122296773846,3382.0
-72.1114061544014,-13.48118864977753,3382.0
-72.1115254433302,-13.48111491222916,3382.0
-72.1116433582607,-13.48111070385923,3382.0
-72.11179307767608,-13.48103011358318,3382.0
-72.1119122354619,-13.48099099526549,3382.0
-72.11203032012958,-13.48098875622506,3382.0
-72.1121484189845,-13.48098651439634,3382.0
-72.11226653010391,-13.48098427700989,3382.0
-72.11238465210191,-13.480982036644,3382.0
-72.11250122617815,-13.48101669542774,3380.0
-72.11261765669757,-13.48105131396714,3380.0
-72.11273565629932,-13.48104908116359,3380.0
-72.11285366945404,-13.4810468472625,3380.0
